wavelength_nm,solar_irradiance_w_m2_nm,existing_ar_reflectance_tmm,existing_ar_transmittance_tmm,existing_ar_reflectance_meep,existing_ar_transmittance_meep,stacked_retrofit_reflectance_tmm,stacked_retrofit_transmittance_tmm,stacked_minus_existing_transmittance
315.0,0.13625,0.030261350106213017,0.969738649893787,0.03008404063271769,0.9699087885818822,0.015599149252125875,0.9844008507478741,0.014662200854087093
316.0,0.12348,0.029958097886515673,0.9700419021134843,0.029786706144566764,0.9701989325495515,0.014961908358249253,0.9850380916417507,0.014996189528266424
317.0,0.17158,0.02965463645854306,0.970345363541457,0.029482145403042028,0.9704885407484302,0.01433510618567861,0.9856648938143214,0.015319530272864479
318.0,0.17594,0.029351061574390356,0.9706489384256096,0.029181372531158718,0.9708031360138678,0.013719219302227356,0.9862807806977727,0.015631842272163077
319.0,0.2047,0.02904746631964913,0.9709525336803508,0.02888363454269508,0.9711172756467996,0.013114696660654158,0.9868853033393459,0.01593276965899504
320.0,0.20527,0.02874394115817912,0.9712560588418209,0.028588985807675767,0.9714230409550062,0.01252195994158393,0.9874780400584161,0.016221981216595238
321.0,0.25024,0.028440573976819723,0.9715594260231802,0.028286986878911062,0.971714144814119,0.011941403926058443,0.9880585960739415,0.01649917005076129
322.0,0.22203,0.02813745013000318,0.9718625498699969,0.027985967747406238,0.9720217338081476,0.011373396895871558,0.9886266031041284,0.01676405323413155
323.0,0.21226,0.027834652484232534,0.9721653475157674,0.027686308078866254,0.9723395310903437,0.010818281059869778,0.9891817189401302,0.017016371424362742
324.0,0.27537,0.027532261462391714,0.9724677385376083,0.027390826869425098,0.9726429083992385,0.010276373004426995,0.989723626995573,0.017255888457964774
325.0,0.27894,0.027230355087854444,0.9727696449121456,0.027092676612316662,0.9729283149514713,0.009747964166330076,0.9902520358336699,0.01748239092152437
326.0,0.3812,0.026929009028364412,0.9730709909716356,0.02679336099782655,0.9732115301036227,0.009233321326343271,0.9907666786736568,0.017695687702021123
327.0,0.39806,0.0266282966396583,0.9733717033603417,0.026494485871646378,0.9735192245719785,0.00873268712175055,0.9912673128782494,0.017895609517907696
328.0,0.35116,0.026328289008806433,0.9736717109911935,0.026199182011830743,0.9738328493744159,0.008246280576208643,0.9917537194237913,0.018082008432597774
329.0,0.42235,0.0260290549972476,0.9739709450027524,0.025905003577663076,0.9741421689755757,0.007774297645278359,0.9922257023547216,0.018254757351969242
330.0,0.47139,0.025730661283496378,0.9742693387165037,0.02561012086365017,0.9744299810304256,0.007316911776038332,0.9926830882239617,0.018413749507458
331.0,0.40262,0.025433172405502465,0.9745668275944975,0.025314809732928066,0.9747194533083158,0.006874274479223869,0.9931257255207762,0.018558897926278628
332.0,0.43623,0.025136650802643663,0.9748633491973563,0.02501991512943766,0.9750108435273468,0.006446515912372416,0.9935534840876276,0.01869013489027127
333.0,0.42944,0.024841156857335123,0.9751588431426649,0.024727297902355873,0.9753072958706561,0.0060337454724990565,0.993966254527501,0.018807411384836104
334.0,0.41497,0.02454674893623975,0.9754532510637602,0.024435003249718146,0.9755955196049549,0.005636052396867646,0.9943639476031324,0.018910696539372163
335.0,0.46388,0.0242534834310644,0.9757465165689356,0.02414296086533153,0.975879614016711,0.005253506370466867,0.9947464936295332,0.018999977060597528
336.0,0.41519,0.02396141479892952,0.9760385852010705,0.023851609936765904,0.9761635942913807,0.004886158138845725,0.9951138418611543,0.019075256660083806
337.0,0.3738,0.023670595602300056,0.9763294043977,0.023562352759939762,0.9764476535289792,0.004534040125009271,0.9954659598749908,0.019136555477290762
338.0,0.43411,0.023381076548466637,0.9766189234515333,0.023274798974359304,0.9767317770076047,0.004197167049121663,0.9958028329508783,0.01918390949934501
339.0,0.46355,0.02309290652856741,0.9769070934714326,0.02298964595677938,0.9770074314703913,0.003875536549812684,0.9961244634501873,0.019217369978754784
340.0,0.5018,0.022806132656141863,0.9771938673438582,0.022705244423357446,0.9772848008252423,0.0035691298059318107,0.9964308701940682,0.019237002850210017
341.0,0.47139,0.022520800305208394,0.9774791996947916,0.022421968019457034,0.9775654047918875,0.003277912157643275,0.9967220878423567,0.01924288814756514
342.0,0.48934,0.02223695314785952,0.9777630468521404,0.022141767181989066,0.9778494007533974,0.0030018337258054307,0.9969981662741946,0.019235119422054137
343.0,0.51489,0.0219546331913677,0.9780453668086323,0.02186284441837191,0.9781328861681791,0.002740830028627648,0.9972591699713723,0.019213803162740017
344.0,0.41843,0.021673880814797306,0.9783261191852027,0.02158600851433406,0.9784071524600576,0.0024948225946483356,0.9975051774053517,0.01917905822014898
345.0,0.45898,0.021394734805117506,0.9786052651948824,0.02130953064691283,0.9786805263515972,0.0022637195711276872,0.9977362804288723,0.019131015233989856
346.0,0.47778,0.021117232392813393,0.9788827676071866,0.021033407406235674,0.9789530163418487,0.0020474163269991615,0.9979525836730009,0.01906981606581426
347.0,0.49404,0.02084140928699054,0.9791585907130095,0.02075999841311385,0.9792304205761375,0.0018457960495735324,0.9981542039504264,0.018995613237416942
348.0,0.47511,0.02056729970997233,0.9794327002900277,0.020487648860796733,0.9795075467875022,0.0016587303342391379,0.9983412696657609,0.018908569375733153
349.0,0.46564,0.02029493643138685,0.9797050635686132,0.02021798752941326,0.9797791082701276,0.0014860797664507002,0.9985139202335493,0.018808856664936147
